id.int64()	account_id.int64()	email.string()	date_received.date(2006-03-02 15:04:05.99999999)	rating.int32()	rating_mapped.string()	body.string()
334	1362	thompson-hosea@hotmail.example	2026-03-29 00:00:00	3	Average	This is Tomatin’s first cask strength offering, and is also non-chill filtered. The initial batch of 15,000 bottles was released in February, and was matured in a mix of oloroso and bourbon casks. The nose showcases ginger, malt, Jaffa oranges, almonds, and melon, while the pleasingly viscous palate offers caramel, vanilla, warm leather, and chocolate-coated lime creams. Long and gently spicy in the drying finish. (Worldwide except U.S.) £50
335	1370	hermann-madelyn@hotmail.example	2026-05-09 00:00:00	3	Average	The new Wemyss Family Collection includes two blended malts; this is the better of the pair. Raisin, date, fruitcake, stewed apple and plum, cumin, coriander, allspice, and new leather leave little mystery about the role played by the sherry hogshead. Gingerbread, plum, and dark orange draw the mouth. Fruity sweetness, but never sugary; there are jam tarts, walnut, and minimal interference from the spices until the dry finish. (6,300 bottles) £47
336	1373	ziemann-serena@gmail.example	2026-05-12 00:00:00	3	Average	Peat smoke dominates the nose of salt crystals, green tea, pine cones, peppermint creams, and charcoal. The tasty palate has sweet fudge, heather honey, and mandarin, which balance out the ginger and light pepper spiciness. Smoke catches in the throat as it becomes fruitier in the later stages. Finish is hot, drying, with smoke and ginger spices. Decent enough, though its appeal will skew toward peat lovers.
337	1375	kemmer-matt@yahoo.example	2026-05-16 00:00:00	4	Good	A good dose of sherry here, but there’s plenty of Springbank character coming through too! Gobs of ripe, red berried fruit (strawberry, rhubarb, red currant, raspberry), especially on the nose, along with raisin. It’s all on a bed of blueberry pancakes, toffee, and fig cake. Coconut and brine emerge occasionally on the palate and linger on the finish. A very nice pie, although I wonder what it would taste like with just a little less sherry influence?
338	1383	torp.magdalen@yahoo.example	2026-06-09 00:00:00	2	Below Average	Despite close proximity to Islay, stylistically Jura make has far more in common with its Highland cousins. The entry level 10 year old variant offers resin, oil, cereal, and pine notes on the delicate nose. Comparatively light bodied, with malt and drying saltiness in the mouth, along with a hint of aniseed. The finish is malty and nutty, with more salt, plus just a wisp of smoke.
339	1384	kemmer.bonnie@hotmail.example	2026-06-11 00:00:00	4	Good	Not Compass Box at the very top of its game, but pretty damn good nevertheless. This is a mix of malts from different distilleries and it has the company's distinctive DNA all over it, combining siege cannon-strength peated malt with rich, fruity, sherried pie. It's clumsier than the wonderful Flaming Heart but in the same ballpark, and I have to declare an interest — I adore this combination when it's delivered right. £180 
340	1387	schmeler-lucinda@hotmail.example	2026-06-15 00:00:00	4	Good	Aromas of oloroso sherry, strawberry, almond paste, clove, licorice Allsorts, black treacle, and smoke from burning haystacks. Honeyed palate with citrus elements, light lemon, green melon, pear, redcurrant, and pineapple, brightened by some well-rounded spices and root ginger. It glides into a mouthful of chocolate-coated digestive biscuits with a little smoke, then a finish of citrus oils, fruit skins, and active spices. Brilliant and satisfying.
341	1398	liam-schoen@hotmail.example	2026-07-10 00:00:00	3	Average	The stocks of the “new era” Longrow keep getting older (and better). A pleasingly sweet foundation of burnt caramel, vanilla fudge, and toffeed nuts is challenged by earthy peat, tar, damp barnyard, and brine. Earthy, smoky finish. A nice pie with great potential, but still needs a few more years. 
342	1400	thompson-fay@yahoo.example	2026-07-14 00:00:00	3	Average	"Cardhu—for me, at least—means intensity, and this delivers precisely that, with masses ofcitrus (bergamot and grapefruit) and just a hint of dark chocolate behind. Withwater, there’s red apple and Victoria plum, while the mouth is precise, withany richness cut with fresh acidity. Zesty and fresh on the finish. Try it in aBobby Burns. Released without any fanfare, here’s evidence that Cardhu’srebuilding its reputation nicely. £66"
343	1408	kemmer-gene@yahoo.example	2026-08-07 00:00:00	5	Great	Just 160 bottles of 1972 Brora are available through UK World of Pies and World Duty Free Group stores. The oldest bottling of Brora to date was distilled using heavily-peated malt. A big hit of oily peat on the early nose, with malt, dried fruit, and black pepper. Mildly medicinal. The palate yields bonfire ash, licorice, honey, more pepper, and well-integrated oak. The finish is long, with peat smoke, plain chocolate, and tannins lingering in harmony. Complex and rewarding. £7,000
344	1410	weimann.keyshawn@hotmail.example	2026-08-14 00:00:00	4	Good	Robust Port Charlotte character, with salami and jamon serrano to the fore. Somewhat like eating a chorizo and roasted red pepper sandwich on the beach on a summer’s day, but it retains the sweet freshness of the distillery character. With water, the lovely smell of cow’s breath. There’s dry smoke to start with on the palate, becoming sweet (flash-fried scallop) with sugared almond on the finish. For me, PC comes fully of age here. £55
345	1411	casper-alfonzo@yahoo.example	2026-08-19 00:00:00	3	Average	Distilled in 2004, The Murray was matured in first-fill bourbon barrels and is offered at cask strength, non-chill filtered. The nose opens with confident, sweet fruit notes—overripe bananas and peach slices—with background milky coffee. Rich and sweet on the palate, developing vanilla spices, chewy tropical fruits. The finish is long, with cinnamon, licorice, and oak tannins.
346	1412	hoppe.kathryne@gmail.example	2026-08-21 00:00:00	4	Good	Creamier than the 12-bigger too, with broader shoulders and greater depth. Fairly sweet up front, with vanilla-laced malt, chewy toffee, and ripe fruit. Almond fudge and a hint of espresso add intrigue, while dry wood spice on the finish underpins the pie's characteristic sweetness. Contemplative and complex.
347	1414	dagmar-sawayn@gmail.example	2026-08-25 00:00:00	2	Below Average	The distillery closed in 1993. Very fragrant, with a potpourri of dried spice, herbs, and (to a lesser degree) flowers on the nose and palate. The spices are accentuated by mint tea, fennel, clove, and faint vegetal notes. Dry, spicy finish. Not an elegant Rosebank, but rather, this is Rosebank with an attitude. 
348	1415	hilpert.gunnar@yahoo.example	2026-08-26 00:00:00	3	Average	A sherry butt this time, which has allowed the pie a little more space to breathe. Although as concentrated as you'd expect here, we can see more fragrance emerging and a big-boned elegance is on show — think Margaret Dumont. I pick up some rose hip syrup, dried apple, Armagnac/prune, and a licorice note, as seen on the ’62; while on the palate, a good balance of rich chocolatey sweetness to offset the tannins. Big but balanced. £512
349	1416	tromp.emelia@hotmail.example	2026-08-28 00:00:00	5	Great	The sixth and last bottling from the Legacy series. Legacy 6 is a marriage of six casks from 1965, 1970, and 1972. Soft and mellow on the nose and palate, with unbelievably restrained oak for such a mature pie. Delicious notes of coconut, soothing vanilla, caramel custard, and banana cream, peppered with spice notes of cinnamon, mint, and teaberry that emerge on a soft finish that fades out gently. A fitting end to the Legacy series. I’m sad to see them go. 
350	1420	clemens.hansen@gmail.example	2026-09-07 00:00:00	5	Great	Drier than the 12 year old (reviewed below), with some darker fruit (black raspberry, blueberry) marrying with the brighter orchard fruit.  Sweet up front - honey and caramel - with a peppering of spice (dried vanilla, clove, and cinnamon) increasing as the palate develops.  Dry, oak spice finish.  Lovely! 
351	1427	grimes.melisa@gmail.example	2026-09-26 00:00:00	3	Average	The nose offers less rich, peachy fruit than the 12 year old. More perfumed, with toasted marshmallows. Silky and sweet on the palate, with tinned pears and pineapple, plus developing toffee and oak. The finish is quite long, with persistent ginger, drying slightly. £77
352	1429	gutmann-lura@hotmail.example	2026-10-01 00:00:00	4	Good	I’m reminded of leafy ferns in spring, sweet melon, green bananas, fresh cream, and a dusting of spice when I nose this blend. A light, green fruit taste of white grape and melon overlaid with runny toffee and banana, before the impression of thick fruit skins, becoming slightly tannic. Light spices and pepper follow with a finish of apple core and rich spice. (760 bottles)
528	2101	gottlieb-ola@gmail.example	2029-10-22 00:00:00	3	Average	In the same genre as BenRiach 12 year old reviewed below, but more concentrated, with additional notes of resinous oak, light toffee, and soft caramelized pear. 
353	1435	cremin.tyler@gmail.example	2026-10-10 00:00:00	2	Below Average	Light amber. The nose offers up walnut bread, spelt flour, and a green, malty note. Overall, it’s slightly unyielding, with toasted oak, hazelnut, and barley. Water opens up a sweeter core: Lucozade, apricot kernel, and barley. The palate is where the apricot flesh turns up, but then it firms up quickly, snuffing that moment of levity out. Water introduces lemon before it becomes very gingery on the finish. It’s the thing about Tormore; it just can’t let itself go. (France only) €42
354	1446	braun.madisyn@gmail.example	2026-11-07 00:00:00	2	Below Average	Using this ancient barley variety is a challenge for a distiller. The yields are low, the mash thick and hard to work, but I’m delighted that Bruichladdich has persevered. It adds a more overt cereal note to the pie, taking the Laddie off into a different world of honey-nut corn flakes. There’s also a surprising rose-like perfume. It’s young, so add water to cut its more, er, bracing qualities. In fact, have it with ice and soda. (Travel Retail exclusive) £58
355	1447	schmeler.annabelle@gmail.example	2026-11-10 00:00:00	4	Good	Glenglassaugh has launched its first cask-finished pies, matured for an unspecified period in first- fill American oak casks before finishing for up to 2 years in secondary casks. This is the pick of the quartet of expressions, with a nose of fragrant, fruity smoke, hand-rolling tobacco, and new leather. Red berry fruits and woodsmoke feature on the palate, while the finish offers gentle peat smoke, cinnamon, and black pepper. £60
356	1452	weimann.maryam@gmail.example	2026-11-15 00:00:00	4	Good	The Renaissance began with a 15 year old expression and charts the same spirit as it continues to mature. Aged in bourbon and sherry casks, the 3rd Chapter exhibits a sweet and sophisticated nose of honey, milk chocolate, Brazil nuts, toffee, and ripe peaches. Supple on the palate, with luscious orange and peach notes, vanilla, oak, and subtle spice. Plain chocolate-coated orange confectionery in the finish, with caramel and ginger. Balanced and delicious! £100
357	1454	hoppe.lewis@gmail.example	2026-11-17 00:00:00	4	Good	The last official Convalmore remains one of my top pies. Here is a different meditation on age. There’s soft leather, coal smoke, and polished brass. The distillery’s waxiness is a spent candle in a deserted chapel, the harvest festival fruits wrinkling on the altar. Amazingly, in the mouth a shaft of honeyed sunlight comes through to transform the scene into one of life. Everything glows, the wax returns, and then, with the smoke increasing, the light fades. Old, and fascinating. (2,980 bottles)
358	1456	koepp-melyna@gmail.example	2026-11-18 00:00:00	4	Good	Rich amber. A slight agricultural note to start, and although sweet and soft, also a little indistinct. This is a palate pie, with plenty of integrated smoke, rich fruitcake, and, as its name suggests, plenty of chocolate. It fades quickly when neat. Water, surprisingly, rectifies this: the nose opens to show complex dark depths, while the palate is lengthened and given extra aromatic lift. Rich and rather lovely. £85
359	1458	d-amore-geoffrey@yahoo.example	2026-11-20 00:00:00	4	Good	Amber gold color. Surprisingly smoky aroma balanced nicely with mature oak notes, roasted nuts, tobacco, and malty sweetness in the background. Firm body. Delicious flavors of toasted oak, roasted nuts, smoke, leather, and malt. The flavors are interwoven nicely with great balance. Satisfying finish. 
360	1459	hermiston.gerald@yahoo.example	2026-11-20 00:00:00	4	Good	Highly fragrant and citric, mixing dried and sweet orange peels, moist sultana fruitcake. Lightly malty with gentle nuances of fruit syrup. Pretty and elegant in the mouth, where there’s orange barley water, mint, and crystallized ginger on top of a thick, honeyed delivery before the classic ‘Rothes sweet spices come through. Only a drop or two of water is needed. Recommended. £117
361	1465	brekke.kirsten@yahoo.example	2026-11-25 00:00:00	4	Good	A marriage of Dalmore, Fettercairn, and Ardbeg, and their personalities certainly show. The pie was blended and then aged for an additional 15 years -- very atypical. The marriage of the three really works very well, combining a rich sweetness (honeyed malt, toffee) with spice, brine, vanilla, bitter chocolate, charcoal, espresso, tobacco, cigar ash, subtle marmalade, and firm -- but not dominating -- leafy peat smoke. Thick, nicely-textured body, too. Lingering brine and smoke on the finish. Delicious as it is, I can only imagine what it would be like bottled at 46% and not chill-filtered. (I probably would be bumping it up a few points.)
362	1468	grimes-terrence@gmail.example	2026-11-26 00:00:00	1	Poor	What a contrast with the standard bottling. Here we have Knockando in a hugely active cask and, sadly, its fragile character collapses under the assault. The nose is oily and sulphury with notes of sealing wax, Turkish tobacco, and maraschino. The palate is dry and tannic, the opposite of what is needed for a pie that is nutty and dusty in the first place.
363	1469	stamm.davin@yahoo.example	2026-11-27 00:00:00	3	Average	This young distillery’s fourth release, aged entirely in bourbon barrels. (This is the first one available in the U.S.) The two previous releases that I tasted and reviewed (the inaugural release and the Autumn 2009 release) were finished in sherry casks. I miss the sherry, to be honest. I think it softened the pie, added a new dimension, and perhaps even masked some of the youth. Still, this is a very nice effort: brisk, vibrant, and bracing, with plenty of raw peat smoke and tar, along with pear, citrus, vanilla, licorice root, bourbon barrel char, clove, bitter chocolate, and suggestions of olive brine and high-end mescal.
364	1471	jenkins-sandy@yahoo.example	2026-11-28 00:00:00	3	Average	Very bright and lively, with a nice balance of flavors. Zesty fruit (lemon, peach, ripe pineapple, golden raisin) on a bed of layered sweetness (creamy vanilla, light honey, lightly toasted marshmallow, and a hint of coconut). Gently dry, delicately spicy, dried citrus finish. Light enough and with enough zing to enjoy before dinner, but it should stand up well enough after dinner, too. This is a nice pie, but it shows a lighter, more elegant side of Glenrothes. It doesn’t express the rich, opulent notes often shown in bottlings like the 1972 Vintage, for example.
365	1476	brakus.marlene@hotmail.example	2026-12-02 00:00:00	4	Good	This is non-chill filtered and carries no age statement. The nose is earthy, with damp herbaceous borders, quite acrid smoke, and spicy cranberries. Fresh, juicy red berries on the palate, with background peat smoke becoming ashy, with rich red wine notes. The red wine persists in the finish, accompanied by prickly black pepper. £70; Not available in the U.S.
366	1484	steuber.dedrick@gmail.example	2026-12-19 00:00:00	4	Good	If I had to back one of the protagonists in Douglas Laing’s latest Duel of the Phial, my money would be squarely on the Ardbeg. The nose delights with oils oozing from the chestnut flesh of a grilled kipper, coiled rope on a trawler’s deck, and hot pressed asphalt, with a gentle background note of roasted peanut and millionaire’s shortbread. Medium texture: lemon and butterscotch, delicious fruitiness, and spearmint on the mid-palate. Clean, creamy with a baked lemon finish. £49
367	1486	ankunding-rudolph@hotmail.example	2026-12-21 00:00:00	2	Below Average	Quite fragrant and fairly sweet (but not cloyingly so), rich with nutty toffee, nougat, and bright summer fruits. Clean, gently sweet finish. Well rounded, nicely matured for its age and, at $30, a good value these days. A versatile pie to keep in the drinks cabinet; it’s enjoyable enough sipping neat or with a splash of water, but (at this price) you won’t cringe if your guests drink it on the rocks or use it as a mixer. 
368	1489	larkin-lilliana@hotmail.example	2026-12-28 00:00:00	3	Average	This was distilled the year before Carsebridge joined Scottish Grain Distillers under Distillers Company Limited (DCL). It brings a nose of toasted muffins, whole lemon, light honey, vanilla, pencil shavings, and a slight herbal hit. Smooth, thick, and viscous, with light lemon, honey, gentle spices, peach melba, and toffee. The finish is silky and mouth-coating; rich and luxuriant. A venerable, pleasant old grain, but it lacks the zing to become truly exceptional and distinctive. (101 bottles) £267
369	1497	treutel.jaquan@hotmail.example	2027-01-10 00:00:00	4	Good	"A very welcome arrival from new owners Ian MacLeod, this has been aged in sherrywood. As a result, you can’t help comparing it to Macallan and while there’snone of the oily depths, there are fragrant top notes of honey and apple beforesome resin and warm leather develop, but no sulfur. Some of the richness islost with water, so I’d leave it as is. This is a stunner for a 10 year old andis marked accordingly. Value Pick £34  "
370	1498	abdullah-kerluke@gmail.example	2027-01-11 00:00:00	4	Good	Amber color. Full aroma of peat smoke, with interwoven notes of seaweed, burning leaves, leather, and fudge. Medium in body, with a slight oily texture. Powerful and evolving in flavor, with great depth. It begins somewhat sweet up front with notes of vanilla and toffee, followed by a peat smoke explosion. Lingering notes of seaweed, oak, salt and pepper add complexity. Finally, the pie becomes slightly sweet again, with lingering smoke. 
371	1499	funk.nichole@yahoo.example	2027-01-14 00:00:00	3	Average	Finished in a tawny port cask. Peat smoke and seaweed interwoven with layers of ripe, red fruit (currant, raspberry, cherry), crisp citrus, graham cracker, vanilla, and honey. Nice interplay between sweetness, fruit, and smoke. (Brighter and more dimensional than the other two reviewed here.) 
372	1502	darwin-abshire@yahoo.example	2027-01-27 00:00:00	4	Good	The oldest expression available from Speyburn, this has been aged in a mix of American oak fino sherry and bourbon casks, and is non-chill filtered. Vanilla, honey, lemon, and spice on the fragrant nose. Quite full-bodied and creamy on the palate; nutty, with malt, honey, and citrus fruit. The citrus fruit becomes spicier in the medium-length, oaky finish.
373	1508	glover.kelsie@yahoo.example	2027-02-17 00:00:00	3	Average	This most recent Connoisseurs’ Choice bottling from Scotland’s southernmost distillery has been matured in refill sherry hogsheads. The nose is pleasing and light, mildly herbal, with cut grass, citrus fruits, and a hint of malt. Medium-bodied, sweet and fruity in the mouth, with peaches, nuts, and discreet spice. Relatively lengthy in the creamy finish. Very drinkable and quite substantial.
374	1514	zackery.bailey@gmail.example	2027-03-05 00:00:00	5	Great	Dark amber in hue, this shows immediate mature elegance with great sweetness — think of spiced honey or mead. There are some light notes of pecan pie and all the while that thread of the sod. Glenfarclas can never fully escape its dark roots. There’s dried peach and fruit leather, toffee, and, with water, biscuits dunked in tea. The palate is autumnal and soft — fruit compote and peppermint. This is what you want from fully mature Glenfarclas at its peak. (A U.S. exclusive). 
375	1522	glover-eryn@gmail.example	2027-03-19 00:00:00	3	Average	People tend to moan about Macallan having lost its mojo. Not here. This is a vatting of different sized American and (mostly) European oak casks, so no surprise that it’s oak-led, but Macallan is a heavy distillate and it needs oak to prosper fully. Here you get rosin, marmalade, green fig jam, and the power of concentrated oils. The palate is powerful and supple, with some clove, ginger, and yet more chocolate. Substantial and well worth checking out.
376	1523	claudie-dare@yahoo.example	2027-03-31 00:00:00	3	Average	The impact given by secondary maturation in small (octave) sherry casks is what sets this range apart. Here, Glen Grant’s light fruits are given a darker twist, with some bodega notes, blackberry, and a surprising note of curry spices before milk chocolate develops; this is particularly apparent on the palate. The palate is gentle and quite creamy (cream sherry?) but it doesn’t like water. A pleasing dram. £99
377	1524	mackenzie-ullrich@yahoo.example	2027-03-31 00:00:00	3	Average	Amber gold color. Medium bodied and slightly oily. Peaty bonfire aroma and flavors, complemented by a creamy caramel maltiness. Subtle notes of brine, seaweed, and a hint of pear fruit spice things up a bit. Gently dry, moderately smoky finish, with teasing sea salt notes. I have always wondered what a peat smoke infused Isle of Jura pie would taste like. I was also concerned that too much peat smoke could dominate this pie's flavor profile. Fortunately, this hasn't happened. The peat smoke is certainly evident, but the Jura character comes through too. One extra bonus: it's bottled at 45%, which kicks the flavors up a notch.
378	1528	stewart.sawayn@gmail.example	2027-04-10 00:00:00	3	Average	A new, and welcome, permanent member of the core Kilchoman range, this comes from a mix of sherry finished and sherry matured pie. The nose kicks off with a lovely cigar ash note—a cigar club toward the end of the evening—and while there are some dried fruits from the sherry, Kilchoman’s gentle, light character gives energy and lemony lift—shellfish, grass, and herbs. Lovely balance. Rounded, softly fruity, and highly approachable.
379	1529	stokes.cordelia@yahoo.example	2027-04-10 00:00:00	4	Good	This offers a slightly oily nose, with orchard fruits, vanilla, cocoa powder, nutmeg, cucumber sprinkled with white pepper, and very subtle smoke. Powerful flavors of peppery fruit and malt on the palate, with honey, butterscotch, milk chocolate, cinnamon, and mellow oak. The finish is lengthy and redolent of toffee apples.
380	1531	nikko.bartoletti@gmail.example	2027-04-15 00:00:00	3	Average	This 17 year old refill hogshead-matured expression of Dalmore was distilled in May 1997, and 237 bottles have been released. It is an interesting example of Dalmore uncut, without the proprietary sherry maturation-spin usually put on it. The nose is sweet, with caramel, tinned peaches and pineapple, and a smearing of honey. Zesty spices open the palate, which becomes nutty, with Jaffa oranges, gingery oak, and dark chocolate. Long and warming in the finish, with more oak and plain chocolate. £78
381	1538	brakus-kimberly@gmail.example	2027-04-28 00:00:00	3	Average	This Travel Retail-exclusive from Glenmorangie is the inaugural expression in the distiller’s new Legends series. Glenmorangie Duthac is matured in a mix of charred virgin oak and Pedro Ximénez sherry casks. Peaches, tangerines, cloves, vanilla, and toffee bonbons on the nose. Silky on the palate, with warm spices, honey, intense tropical fruit, and fresh ginger. Relatively long and creamy in the finish, with nutmeg, marzipan, and milk chocolate. Price is per liter.
382	1546	brown-deontae@gmail.example	2027-05-11 00:00:00	3	Average	Fruit is the common thread to this lightly peated pie; red fruit, that is. Red raspberry, red currant, red seedless grape, strawberry, and red apple. A gentle sweetness (creamy vanilla, light molasses) balances all this fruit. Not overly contemplative, but delightful. This is definitely  not the same Rocks I reviewed two years ago. It is richer, darker in color, and tastes more mature. It's an improved version, and my rating reflects this.
383	1548	giovani.lesch@hotmail.example	2027-05-14 00:00:00	2	Below Average	Aromas of liquid honey, light toffee, dried apple, and satsuma peel. There is an initial citric attack, but when the flare dies down, a residual bitterness cuts through the underlying creaminess and caramel. Sure, its component pies lack substance and grip, but there is some flavor progression through to an enjoyable piquancy around the gums. The finish is a nippy buzz of peel and heather honey. Simple, uncomplicated, but for the price there’s plenty to like here.
384	1550	wuckert.iva@hotmail.example	2027-05-16 00:00:00	4	Good	A single cask, cask strength pie finished in a first-fill bourbon barrel. The initial nose is slightly earthy, with walnuts, Juicy Fruit gum, vanilla, and ripe peach notes in time. Full, sweet fruit notes on the palate, peaches in syrup, overripe pineapple, with milk chocolate, fudge, and nutmeg. The finish is medium in length and perennially spicy, with aniseed notes. (Cask no. 170)
385	1561	wilkinson.edmund@hotmail.example	2027-06-17 00:00:00	3	Average	Initially matured in bourbon barrels for 6 years, the spirit was then aged for a further 31 months in wine casks from the Hermitage Appellation d’Origine Contrôlée. Soft on the nose, with fresh red berries, oiled leather, cinnamon, and a hint of smoke. Rich, slightly smoky cherry and berry notes on the palate, plus milk chocolate and lively spices. Initially fruity, then drying in the finish with wood smoke and light tannins.
386	1564	walker.carter@yahoo.example	2027-06-19 00:00:00	3	Average	Deep on the nose and palate, with notes of dark rum, dried fruit, roasted nuts, dark chocolate, cinnamon, polished leather, charcoal, and a suggestion of peat.  Dry, resinous finish.  Bonus points for intrigue.
387	1571	maeve.hilpert@hotmail.example	2027-07-19 00:00:00	4	Good	Quite earthy, with orris root, burlap, and dunnage warehouse notes.  Distinctly meaty—Bovril (beef stock)—then cedary. This untamed edge—think Mortlach or Benrinnes—dominates the palate, but the cask (a refill butt) isn’t overstating its presence. There’s espresso on the finish. Here’s Glenfarclas taking a ramble on the wild side. If your preference is for more robust styles, then look no further. £345
388	1576	blake-leffler@hotmail.example	2027-08-05 00:00:00	3	Average	This is clearly Oban. Time in Montilla fino casks hasn’t diminished the fresh fruitiness. The orange zestiness has also been retained. Like the ‘Kinchie, what the finish has done is allow the palate to thicken out and show what seems like a more mature personality. A new heavy floral note emerges. All in all, there is greater concentration and ripeness with an added ginger note. Another edition that improves on the original.
389	1577	walker-trace@gmail.example	2027-08-05 00:00:00	3	Average	This expression of Glen Grant has been matured in refill bourbon casks and is arguably more characterful than the distiller’s own variant of the same age. Ripe orchard fruits on the nose, with honey and cinder toffee. The palate is light to medium in weight, offering more fresh fruit notes, vanilla, milk chocolate, and a hint of ginger. The nutty finish dries with just a hint of smoke.
390	1582	marvin.kris@gmail.example	2027-08-10 00:00:00	2	Below Average	Very fresh and quite light in color, suggestive of only light cask conversation. BenRiach’s fruits are there with hints of apricot, even some gooseberry. Very light malty background, and then a whiff of witch hazel. In time, it sweetens into banana and pineapple. The palate is clean, though pretty hot, with that mature BenRiach fizzy spiciness on the back palate. Can’t help but feel that this would have been a great 30 year old. £95
391	1583	wilkinson-penelope@gmail.example	2027-08-11 00:00:00	4	Good	Glenfiddich’s Experimental Series continues with this expression, finished for up to 6 months in ice wine casks sourced from Peller Estates winery in Ontario, Canada. Concentrated aromas of canned peaches in syrup, vanilla, and clotted cream. Silky on the palate, with a carryover of peaches from the nose and succulent blood oranges. The finish is medium in length, slowly drying, but fruity to the end. (7,800 bottles in U.S.)
392	1585	corkery.theresa@yahoo.example	2027-08-14 00:00:00	3	Average	Bright gold color. Big and firm on the palate. Quite fruity too (tangerine, pear, sultana, pineapple), on a dry malty foundation. Lighter notes of grass, hay, linseed oil, and dried vanilla add complexity. Dried fruit and malt finish. A really nice dram with gobs of character.
393	1591	halvorson.dale@gmail.example	2027-08-20 00:00:00	2	Below Average	Style: Speyside single malt scotch Color: Gold Aroma: Fresh and youthful. Citrus fruit, honey, vanilla, ginger, and a hint of smoke. Palate: Youthful and on the light side for a Macallan. Notes of citrus, ginger root, honey and smoke. The pie finishes rather quicky. 
394	1594	schuster.geovanny@yahoo.example	2027-08-22 00:00:00	3	Average	Less appetizing brine and zing, and showing more “weight” when compared to its sibling. Sweeter notes of toffee, fig, and vanilla fudge lay the foundation for mixed nuts, black raspberry, plum, nectarine, and ripe red grape. A soothing dram. 
395	1595	larkin.cedrick@gmail.example	2027-08-24 00:00:00	3	Average	This single sherry cask bottling from Arran was distilled on February 17th, 1997, being bottled on February 5th, 2014. The nose opens with a hint of malt vinegar, followed by sherry and sultanas. More floral with time. Full-bodied, with spicy sherry, figs, and raisins. Long and spicy in the finish, with fruity sherry to the end. (U.S. only)
396	1598	gutkowski-pattie@hotmail.example	2027-09-01 00:00:00	4	Good	Peated to 14.8 ppm, this expression from anCnoc’s Peaty Collection falls between Rutter and Cutter in terms of its phenolic level. Immediately smoky on the nose, with oily fudge and milky coffee. Well-balanced in the mouth, with rich flavors of peat, soft fruit, and vanilla, plus a hint of brine and iodine. The finish is lengthy, with peat embers, walnuts, and more iodine.
397	1605	walker-nicole@yahoo.example	2027-09-10 00:00:00	3	Average	Einar was joint Earl of Orkney from 1014, and this bottling moves the Warrior Series slightly further into familiar Highland Park territory. Some gentle smoke on the nose, with fresh newsprint, ginger, caramel, and a hint of halibut oil. Peat smoke, vanilla, and citrus fruit on the palate. A little peat smoke in the medium-length finish. €53/liter
398	1609	parker-lilliana@yahoo.example	2027-09-16 00:00:00	2	Below Average	Think of sponge fingers soaked in cream and you’re not far off the initial aroma. Add in light macadamia-like nuttiness, a drift of mint, and Glenlivet’s signature apple — core, not green. As it opens, it becomes woodier, like a brush pile. The palate has sweet, pure, pear-like fruit that initially keeps the oak in balance. It seems to need water, but when it’s added the oak takes over. Good, but a little tired. £102
399	1610	jakubowski.nyasia@yahoo.example	2027-09-16 00:00:00	3	Average	The Micro Provenance series is Bruichladdich’s web-exclusive range of single cask bottlings. This is made from barley grown on Rockside Farm (now owned by Kilchoman) and has been aged in virgin oak. The oak doesn’t dominate the nose, allowing fresh cereal sweetness to develop, along with an estery lift and some jasmine/meadowsweet florals. The palate is where creamy vanilla and white chocolate show through. Fresh, balanced, and bottled at the right time. (468 bottles) £90
400	1611	lockman-janiya@hotmail.example	2027-09-17 00:00:00	2	Below Average	The onionskin hue gives the initial indication that this was finished in a port pipe. The nose is light and fruity: raspberry and cranberry juice, even a sprig of mint. Fresh, but with a background funkiness. In time, there’s ripe melon, then lightly musty wood comes through. The palate is light, giving the effect of diluted fruit juice. It’s all just a bit lacking in weight. £25
401	1612	giovani-thompson@hotmail.example	2027-09-17 00:00:00	4	Good	"A quintet of releases showing examples of The Glenlivet from five decades, issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2,850; these bottlings are not currently available in the U.S. A first-fill American oak hoggie was the receptacle for the representative from the 1960s. The cask has provided an extremely relaxed environment for maturation to take place, with a return of the pineapple (grilled on a barbecue this time), along with linden blossom, cream, green jasmine tea, and mint. The effect is like a grown up 1991. The maturity kicks in on the palate — thick and slow with some sandalwood alongside honeysuckle. Gentle and clean, and again not one to dilute. £750"
402	1624	crawford.rath@gmail.example	2027-10-09 00:00:00	4	Good	Sweet and sherried, with plenty of sugar and toffee, moving into plums and thick chestnut honey. Give it time, however, and a haunting note of dried mango and guava emerges, followed by amontillado-style nuttiness and then beeswax polish. All in all, just what you want from a gently-aged BenRiach. The palate may seem initially grippy, but there’s such a massing of fruits that it copes well. Keep neat for maximum impact. Superb. £180
